Compact Stream Performance Test
Timestamp on Tick,Latency After Decode,Bid,Ask
1396643075.418,29.498,1.37002,1.37017
1396643075.447,29.101,1.37,1.3701500000000002
1396643077.313,23.678,1.37002,1.37014
1396643077.321,43.076,1.3700400000000001,1.37017
1396643077.414,27.764,1.3700500000000002,1.37017
1396643077.438,34.003,1.3700100000000002,1.3701600000000003
1396643077.722,24.133,1.37002,1.37015
1396643079.126,23.250,1.37003,1.3701400000000001
1396643079.206,23.667,1.37002,1.37015
1396643079.215,42.066,1.37003,1.37015
1396643079.305,24.065,1.37006,1.37018
1396643079.322,34.347,1.3700400000000001,1.37017
1396643080.467,24.091,1.37006,1.37018
1396643080.614,22.819,1.3700400000000001,1.37017
1396643088.849,24.241,1.3700400000000001,1.37016
1396643091.904,23.284,1.37003,1.3701400000000001
1396643107.008,11.130,1.37003,1.37015
1396643109.834,11.107,1.3700100000000002,1.3701500000000002
1396643112.713,10.204,1.37002,1.37015
1396643119.213,10.301,1.37003,1.37015
1396643119.621,12.221,1.37003,1.3701800000000002
1396643120.130,10.736,1.3700400000000001,1.37017
1396643125.566,10.881,1.3700500000000002,1.3701600000000003
1396643130.987,10.446,1.3700500000000002,1.3701600000000003
1396643136.920,11.930,1.3700400000000001,1.3701800000000002
1396643140.631,11.539,1.3700500000000002,1.3701900000000002
1396643143.396,10.306,1.3700500000000002,1.37017
1396643144.812,12.739,1.3700500000000002,1.37017
1396643145.949,12.470,1.3700400000000001,1.37017
1396643155.165,11.940,1.3700400000000001,1.37017
1396643173.021,10.993,1.3700400000000001,1.37016
1396643176.644,11.974,1.3700400000000001,1.3701500000000002
1396643178.899,11.024,1.3700100000000002,1.3701500000000002
1396643179.631,11.716,1.37003,1.37013
1396643179.697,11.466,1.37002,1.37014
1396643187.809,10.785,1.37,1.37013
1396643188.588,10.771,1.37,1.37012
1396643189.933,10.921,1.3699800000000002,1.3701
1396643196.705,10.671,1.3699800000000002,1.3701
1396643200.119,10.782,1.36995,1.37007
1396643200.127,19.157,1.36992,1.37005
1396643200.614,10.945,1.3699100000000002,1.3700200000000002
1396643200.629,10.835,1.36993,1.3700400000000001
1396643200.688,11.431,1.36993,1.3700400000000001
1396643202.120,11.638,1.36992,1.37006
1396643202.896,13.152,1.3699400000000002,1.37006
1396643203.313,10.821,1.3699400000000002,1.37006
1396643215.002,11.429,1.36995,1.37006
1396643215.017,18.939,1.36995,1.3701
1396643215.023,28.279,1.3699800000000002,1.3701300000000003
1396643215.111,12.999,1.37,1.3701400000000001
1396643215.125,14.857,1.36996,1.3701400000000001
1396643215.233,10.864,1.3699400000000002,1.3701100000000002
1396643216.214,12.537,1.36993,1.37009
1396643216.221,28.543,1.3699100000000002,1.3700700000000001
1396643216.314,11.360,1.36989,1.37005
1396643217.513,27.767,1.3699100000000002,1.3700200000000002
1396643219.824,11.761,1.3699100000000002,1.37003
1396643219.825,27.108,1.3699000000000001,1.3700400000000001
1396643219.997,10.605,1.36992,1.37005
1396643220.043,11.747,1.3699100000000002,1.3700500000000002
1396643220.099,10.939,1.36992,1.37005
1396643220.205,10.489,1.36992,1.37004
1396643220.205,110.822,1.3699000000000001,1.37006
1396643221.524,14.830,1.36992,1.3700700000000001
1396643221.618,12.770,1.3699100000000002,1.3700800000000002
1396643221.784,11.104,1.3699100000000002,1.3700700000000001
1396643221.837,10.538,1.36992,1.3700700000000001
1396643228.013,11.619,1.36993,1.3700700000000001
1396643230.324,10.576,1.3699400000000002,1.37006
1396642594.262,375.874,0.05058000000000001,0.05729000000000001
1396643233.130,11.413,1.36989,1.37003
1396643233.735,12.812,1.3699100000000002,1.3700500000000002
1396643235.112,19.966,1.36992,1.37005
1396643235.214,14.727,1.3699100000000002,1.3700500000000002
1396643235.913,11.058,1.36992,1.37004
1396643236.912,11.476,1.3699100000000002,1.3700500000000002
1396643237.878,11.376,1.3699100000000002,1.37003
1396643239.313,10.361,1.3699000000000001,1.3700400000000001
1396643239.838,10.694,1.3698800000000002,1.3700200000000002
1396643263.912,11.606,1.3698800000000002,1.37
1396643263.919,19.486,1.3698700000000001,1.37
1396643263.931,23.461,1.3699000000000001,1.37003
1396643265.945,10.754,1.3699100000000002,1.3700200000000002
1396643273.019,11.244,1.36989,1.37002
1396643274.765,10.603,1.3699000000000001,1.3700100000000002
1396643274.766,25.032,1.3698800000000002,1.3700300000000003
1396643277.410,11.308,1.3699000000000001,1.3700100000000002
1396643282.232,11.188,1.3699100000000002,1.3700100000000002
1396643287.980,12.597,1.3699000000000001,1.37002
1396643292.813,10.498,1.3699100000000002,1.3700200000000002
1396643292.813,25.526,1.3699000000000001,1.37002
1396643336.059,10.217,1.3699000000000001,1.3700100000000002
1396643338.148,13.189,1.3698800000000002,1.3699900000000003
1396643339.212,10.493,1.3698700000000001,1.37
1396643339.944,11.208,1.36989,1.37002
1396643353.333,10.669,1.3699000000000001,1.3700100000000002
1396643355.295,14.378,1.3699000000000001,1.37002
1396643369.323,10.169,1.3698700000000001,1.36999
1396643369.646,14.078,1.36989,1.37001
1396643370.348,10.984,1.3698800000000002,1.3700200000000002
1396643370.417,11.961,1.36985,1.37001
1396643370.423,22.031,1.36983,1.36999
1396641985.512,948.777,3.44775,3.45712
1396643370.524,11.876,1.3698000000000001,1.3699500000000002
1396643370.541,12.646,1.36983,1.3699800000000002
1396643370.613,10.901,1.36983,1.3699700000000001
1396643371.313,10.421,1.36985,1.36997
1396643371.722,11.720,1.3698700000000001,1.3699700000000001
1396643372.421,11.252,1.36986,1.36998
1396643372.459,12.662,1.36985,1.36997
1396643377.226,11.866,1.36986,1.3699700000000001
1396643381.325,10.912,1.36985,1.36997
1396643383.015,10.463,1.36986,1.3699700000000001
1396643388.845,11.762,1.3698400000000002,1.3699800000000002
1396643392.539,20.503,1.36983,1.36996
1396643392.617,12.149,1.36982,1.36994
1396643393.938,13.170,1.3698100000000002,1.3699400000000002
1396643394.938,18.202,1.36982,1.36993
1396643396.565,12.343,1.36982,1.36995
1396643402.358,12.174,1.3698000000000001,1.36993
1396643402.734,13.732,1.36982,1.36995
1396643410.231,10.890,1.36982,1.36993
1396643410.492,10.631,1.36983,1.36992
1396643410.923,10.713,1.36982,1.36993
1396643415.894,10.043,1.3698100000000002,1.36993
1396643420.068,11.533,1.3698000000000001,1.3699400000000002
1396643439.062,11.280,1.3698100000000002,1.3699400000000002
1396643440.317,11.279,1.3698000000000001,1.3699100000000002
1396643440.333,10.817,1.3698000000000001,1.3699100000000002
1396643440.889,10.938,1.3698100000000002,1.3699100000000002
1396643451.487,12.922,1.3698000000000001,1.36992
1396643460.112,15.180,1.3698000000000001,1.36993
1396643482.406,11.571,1.3697800000000002,1.3699100000000002
1396643492.161,10.694,1.3698000000000001,1.36993
1396643506.710,11.512,1.3697800000000002,1.3699100000000002
1396643517.746,15.425,1.3698000000000001,1.36993
1396643522.237,10.775,1.3698000000000001,1.36993
1396643545.813,23.395,1.36983,1.36992
1396643545.821,44.054,1.3698100000000002,1.3699200000000002
1396643560.014,11.282,1.3698100000000002,1.3699200000000002
1396643563.763,11.078,1.3698000000000001,1.36993
1396643603.235,11.064,1.3698000000000001,1.36993
1396643625.044,10.714,1.3697800000000002,1.3699300000000003
1396643625.214,11.209,1.36979,1.36992
1396643626.720,13.836,1.3697700000000002,1.3699000000000001
1396643627.026,12.677,1.36976,1.36992
1396643627.336,11.146,1.3697700000000002,1.36993
1396643627.396,11.876,1.3697700000000002,1.36993
1396643628.024,13.542,1.3698000000000001,1.3699000000000001
1396643628.026,26.932,1.36976,1.36993
1396643628.675,10.352,1.36975,1.36993
1396643628.716,11.160,1.3697300000000001,1.3699100000000002
1396643628.783,11.002,1.3697100000000002,1.3698800000000002
1396643628.829,11.035,1.36972,1.36988
1396643629.013,13.836,1.36972,1.3698700000000001
1396643629.379,10.926,1.36972,1.36985
1396643630.533,11.152,1.36972,1.36985
1396643631.112,11.542,1.36972,1.36984
1396643631.781,18.015,1.36972,1.36984
1396643634.061,10.774,1.3697100000000002,1.3698500000000002
1396643634.640,11.104,1.3697100000000002,1.3698500000000002
1396643641.216,11.271,1.3697300000000001,1.3698800000000002
1396643641.223,19.989,1.3697400000000002,1.3699100000000002
1396643641.254,12.892,1.36975,1.36991
1396643641.422,12.046,1.36976,1.3699100000000002
1396643641.583,12.213,1.3697700000000002,1.3699000000000001
1396643641.584,26.585,1.36976,1.3699100000000002
1396643645.423,11.637,1.3697400000000002,1.3698900000000003
1396643645.508,12.111,1.36975,1.36989
1396643645.713,11.197,1.36975,1.36987
1396643645.718,24.064,1.36972,1.3698700000000001
1396643646.537,11.752,1.36972,1.3698700000000001
1396643646.597,11.074,1.36972,1.3698700000000001
1396643658.515,11.151,1.3697100000000002,1.3698700000000001
1396643658.524,17.794,1.3697300000000001,1.3699000000000001
1396643658.713,14.489,1.3697300000000001,1.3698800000000002
1396643667.689,11.262,1.3697000000000001,1.3698500000000002
1396643669.043,11.833,1.3697100000000002,1.3698500000000002
1396643670.313,11.374,1.3697300000000001,1.36985
1396643670.320,19.064,1.3697300000000001,1.36989
1396643670.517,10.437,1.36976,1.36992
1396643670.576,10.506,1.3697800000000002,1.3699100000000002
1396643670.872,11.543,1.3697800000000002,1.3699100000000002
1396643686.017,11.969,1.3698100000000002,1.36993
1396643686.270,11.399,1.3698000000000001,1.36993
1396643694.623,11.347,1.36982,1.36995
1396643695.013,12.204,1.3698100000000002,1.3699500000000002
1396643695.072,10.616,1.3698400000000002,1.3699700000000001
1396643703.713,11.450,1.36983,1.36995
1396643703.723,16.491,1.3697700000000002,1.3699500000000002
1396643703.822,11.679,1.36976,1.36993
1396643703.852,11.338,1.36976,1.36992
1396643704.131,11.067,1.3697700000000002,1.3699100000000002
1396643704.260,11.121,1.3697800000000002,1.3699000000000001
1396643706.214,14.068,1.36976,1.3699000000000001
1396643706.224,21.249,1.3697400000000002,1.3699000000000001
1396643706.669,12.631,1.36975,1.36988
1396643711.506,11.514,1.3697400000000002,1.3698800000000002
1396643711.971,12.203,1.3697300000000001,1.36985
1396643712.122,10.661,1.3697300000000001,1.36986
1396643713.003,11.447,1.3697100000000002,1.3698400000000002
1396643724.394,13.037,1.3697400000000002,1.3698500000000002
1396643724.621,10.743,1.3697300000000001,1.3698700000000001
1396643725.051,11.398,1.3697400000000002,1.3698700000000001
1396643729.985,11.289,1.36975,1.36987
1396643733.506,11.625,1.3697700000000002,1.36989
1396643737.524,10.924,1.3697800000000002,1.3698900000000003
1396643742.423,11.697,1.3697700000000002,1.3699000000000001
1396643743.453,11.659,1.3697800000000002,1.3699000000000001
1396643755.294,10.924,1.3697400000000002,1.3698800000000002
1396643755.413,12.545,1.36975,1.36988
1396643755.421,21.625,1.36975,1.3699000000000001
1396643755.610,11.648,1.36976,1.3699000000000001
1396643758.328,10.785,1.3697300000000001,1.3698700000000001
1396643764.622,11.085,1.3697400000000002,1.3698700000000001
1396643764.820,15.013,1.36976,1.36989
1396643764.820,40.223,1.36975,1.36989
1396643766.840,12.783,1.3697700000000002,1.3698800000000002
1396643770.974,12.552,1.36975,1.36986
1396643771.214,11.758,1.36975,1.36986
1396643775.312,12.100,1.3697400000000002,1.3698700000000001
1396643775.320,20.390,1.3697100000000002,1.3698700000000001
1396643779.370,10.902,1.3697300000000001,1.36985
1396643797.051,11.230,1.3697300000000001,1.36985
